
A1BG
BCL2L12
BCL6B
BCL7A
BCL7B
BCLAF1
BCLAF3
BCR
BDH1
BDNF
BEGAIN
BEND3
BEND6
BFSP1
BHLHA9
BHLHE22
BHLHE23
BHMT2
BICRA
BICRA-AS2
BID
BIRC3
BIRC8
BLCAP
BLMH
BLOC1S2
BLOC1S5
BLOC1S5-TXNDC5
BLTP3A
BMAL1
BMAL2
BMERB1
BMP2
BMP2K
BMP2K-DT
BMP3
BMP7
BMP8A
BMPR1A
BMPR2
BMS1P1
BMS1P4
BMS1P4-AGAP5
BMT2
BNC2
BNIP2
BNIP3
BNIP3L
BOC
BOD1L1
BOK
BOK-AS1
BOLA2P3
BOP1
BORCS8
BPHL
BPNT1
BRAF
BRAFP1
BRD1
BRD10
BRD2
BRD3
BRD4
BRF1
BRI3BP
BRK1
BRME1
BROX
BRSK1
BRSK2
BSG
BSG-AS1
BSN
BSN-DT
BSPRY
BST1
BTAF1
BTBD3
BTBD6
BTBD6P1
BTBD7
BTBD9
BTD
BTF3
BTF3-DT
BTG1-DT
BTNL9
BUB3
BVES
BVES-AS1
BYSL
C10orf143
C10orf88
C10orf88B
C11orf58
C12orf4
C12orf75
C14orf178
C14orf28
C15orf40
C15orf48
C15orf61
C16orf87
C17orf58
C18orf54
C19orf47
C19orf81
C1QBP
C1QL1
C1QL3
C1QTNF1
C1QTNF4
C1orf122
C1orf131
C1orf21
C1orf21-DT
C1orf220
C1orf35
C1orf53
C1orf56
C1orf74
C2
C21orf58
C21orf62-AS1
C22orf23
C2CD3
C2CD4C
C2CD5
C2CD5-AS1
C2CD6
C2orf15
C2orf42
C2orf73
C2orf81
C3
C3orf80
C3orf85
C4orf3
C4orf46
C5orf24
C6orf132
C6orf136
C6orf52
C7orf57
C8G
C8orf44
C8orf44-SGK3
C8orf48
C9orf163
C9orf40
C9orf50
CA13
CA5BP1
CA9
CABIN1
CABLES1
CABLES2
CABP1
CACFD1
CACNA1C
CACNA1G-AS1
CACNA2D1
CACNB4
CACNG4
CACUL1
CADM1
CADPS
CADPS2
CAHM
CALB1
CALB2
CALHM6
CALM3
CALN1
CALY
CAMK1D
CAMK2B
CAMK2D
CAMSAP1
CAMSAP1-DT
CAMSAP3
CAND2
CANT1
CANX
CAP2
CAPG
CAPN15
CAPN5
CAPNS1
CAPRIN1
CAPS2
CAPZA1
CAPZA2
CARF
CARMIL2
CARMIL3
CARNMT1-AS1
CARS2
CASK
CASKIN2
CASP2
CASTOR2
CASTOR3P
CASZ1
CATSPER2
CATSPER2P1
CATSPERD
CATSPERE
CBFB
CBLL1
CBLL1-AS1
CBLN1
CBLN2
CBR1
CBR4
CBR4-DT
CBX1
CBX2
CBX3P2
CBX5
CBX6
CBX7
CBY1
CC2D1A
CC2D1B
CCAR1
CCDC102B
CCDC106
CCDC107
CCDC12
CCDC120
CCDC125
CCDC127
CCDC144NL
CCDC149
CCDC160
CCDC166
CCDC171
CCDC178
CCDC18
CCDC181
CCDC3
CCDC47
CCDC71L
CCDC74A
CCDC74B
CCDC83
CCDC85A
CCDC85B
CCDC86
CCDC87
CCDC88C
CCDC88C-DT
CCDC90B
CCDC90B-AS1
CCDC92
CCDC93
CCDC96
CCHCR1
CCN1
CCN5
CCNB1
CCND1
CCND3
CCNE2
CCNF
CCNH
CCNI
CCNJL
CCNK
CCNP
CCNQ
CCNT2
CCNT2-AS1
CCS
CCSAP
CCSER2
CCT3
CCT5
CD109
CD109-AS1
CD247
CD248
CD27-AS1
CD320
CD34
CD47
CD6
CD83
CD8A
CD99
CD99L2
CDAN1
CDC14A
CDC14B
CDC25B
CDC25C
CDC34
CDC37
CDC42
CDC42-AS1
CDC42BPA
CDC42BPB
CDC42EP3
CDC42EP4
CDC45
CDC5L
CDC6
CDC7
CDC73
CDCA4
CDH4
CDK1
CDK10
CDK11A
CDK11B
CDK16
CDK17
CDK19
CDK2AP1
CDK2AP2
CDK5R1
CDKN1B
CDKN2A
CDKN2B-AS1
CDKN2C
CDNF
CDON
CDS2
CDT1
CDV3
CDYL
CDYL2
CEBPA
CEBPA-DT
CEBPB-AS1
CEBPZOS
CELF4
CENATAC
CENATAC-DT
CENPA
CENPB
CENPBD1P
CENPF
CENPN
CENPO
CENPT
CENPU
CEP104
CEP120
CEP15
CEP170
CEP19
CEP192
CEP192-DT
CEP20
CEP250
CEP295
CEP41
CEP44
CEP55
CEP63
CEP68
CEP72
CEP72-DT
CEP85
CEPT1
CERK
CERKL
CES4A
CFAP119
CFAP206
CFAP20DC
CFAP20DC-DT
CFAP210
CFAP221
CFAP418
CFAP418-AS1
CFAP44
CFAP46
CFAP52
CFAP70
CFAP97
CFAP99
CFL1
CHAC2
CHASERR
CHCHD4
CHD1
CHD1-DT
CHD1L
CHD2
CHD3
CHD4
CHD7
CHD9
CHDH
CHEK2P2
CHERP
CHFR
CHID1
CHKB
CHKB-CPT1B
CHKB-DT
CHL1
CHML
CHMP1A
CHMP2A
CHMP2B
CHMP3
CHMP5
CHMP6
CHMP7
CHN1
CHORDC1
CHRAC1
CHRDL1
CHRDL2
CHRM2
CHRNA5
CHRNE
CHST1
CHST12
CHST3
CHSY1
CHTF18
CHTF8
CIC
CIMAP3
CIPC
CIRBP
CISD1
CISD2
CISH
CITED1
CKAP2
CKAP2-DT
CKLF
CKLF-CMTM1
CKMT1A
CKMT1B
CKS1B
CKS2
CLASP1
CLASRP
CLCN5
CLDN1
CLDN16
CLDN23
CLDN5
CLEC2L
CLGN
CLIC1
CLIC4
CLIP3
CLIP4
CLK1
CLMN
CLN5
CLN6
CLN8
CLN8-AS1
CLOCK
CLPTM1L
CLPX
CLSTN1
CLTCL1
CLTRN
CLVS2
CMC1
CMC2
CMIP
CMTM3
CMTR1
CMTR2
CNIH1
CNIH2
CNKSR2
CNNM2
CNNM3
CNOT1
CNOT4
CNOT6L
CNOT8
CNOT9
CNP
CNPPD1
CNPY4
CNR1
CNTFR
CNTLN
CNTNAP1
CNTROB
COA1
COA4
COA5
COG1
COG2
COG6
COIL
COL19A1
COL25A1
COL25A1-DT
COL27A1
COL4A1
COL4A2
COL6A1
COL6A2
COL9A3
COLEC12
COLGALT2
COMMD3
COMMD3-BMI1
COMMD8
COMTD1
COP1
COP1-DT
COPB1
COPB2
COPB2-DT
COPG1
COPG2
COQ10B
COQ2
COQ3
COQ8A
COQ8B
CORO2B
CORO6
CORO7
COX17
COX18
COX6C
COX7A2L
COX8C
CPAMD8
CPD
CPEB2
CPEB2-DT
CPED1
CPLANE1
CPLANE1-AS1
CPM
CPNE1
CPNE3
CPNE4
CPNE7
CPSF1
CPSF3
CPSF4
CPT1B
CPTP
CPXM1
CRACDL
CRACR2B
CRAMP1
CRAT
CRELD2
CREM
CRHR1
CRIP1
CRIP2
CRIPT
CRISPLD2
CRK
CRKL
CRLF1
CRMP1
CRNDE
CROCC
CROCCP3
CRPPA
CRTAC1
CRTC1
CRY1
CRY2
CRYBG1
CSAD
CSK
CSNK1G2
CSNK2A2
CSTF1
CT62
CT66
CT70
CT75
CTAG1A
CTAG1B
CTAG2
CTBP1
CTBP1-DT
CTBP2
CTCF
CTCFL
CTD-2194D22.4
CTDNEP1
CTDSPL2
CTDSPL2-DT
CTIF
CTNNA2
CTNNA3
CTPS1
CTPS2
CTR9
CTSC
CTSD
CTSF
CTSL
CTU1
CTXN2
CTXN2-AS1
CUL2
CUL3
CUL4A
CUX2
CXCR4
CXorf38
CYB561D2
CYB5D2
CYP1B1
CYP2E1
CYP2R1
CYP2S1
CYP2W1
CYRIB
CYTH1
D2HGDH
DAAM2
DAB1
DACT1
DAD1
DAG1
DAGLA
DAGLB
DAP3
DAPK1
DAPK3
DARS1
DARS1-AS1
DAW1
DAZAP1
DAZAP2
DBNDD2
DBNL
DBP
DBX2-AS1
DCAF1
DCAF4L2
DCAF6
DCAF8
DCAF8-DT
DCDC2C
DCLK2
DCPS
DCTN1
DCTN4
DCTN5
DCTN6
DCTN6-DT
DCTPP1
DCUN1D2
DCUN1D4
DCXR
DDIT3
DDR1
DDRGK1
DDX10
DDX11
DDX11-AS1
DDX12P
DDX25
DDX39A
DDX39B
DDX39B-AS1
DDX3X
DDX42
DDX51
DDX52
DECR2
DEDD2
DEGS1
DEGS2
DEK
DENND2A
DENND2B
DENND3
DENND3-AS1
DENND4C
DENND5A
DENND5B
DENND5B-AS1
DENND6A
DENND6A-DT
DENND6B
DEPDC1B
DEPTOR
DEPTOR-AS1
DERL2
DERPC
DEUP1
DFFB
DGAT1
DGCR5
DGCR6
DGCR6L
DGKA
DGKD
DGKG
DGKQ
DHCR7
DHDDS
DHRS7B
DHX15
DHX33
DHX33-DT
DHX34
DHX37
DHX38
DHX58
DHX8
DHX9
DHX9-AS1
DICER1
DICER1-AS1
DIDO1
DIO3
DIP2A
DIP2C
DIPK1C
DIPK2A
DIRAS1
DISC1
DIXDC1
DKC1
DLEC1
DLEU1
DLG3
DLG4
DLGAP1
DLGAP2
DLGAP4
DLK1
DLL1
DLL3
DLX2
DLX2-DT
DLX5
DMGDH
DMRT1
DMTN
DMXL2
DNA2
DNAAF1
DNAAF3
DNAAF5
DNAH10
DNAH14
DNAH2
DNAH5
DNAI1
DNAI4
DNAJA1
DNAJA3
DNAJB1
DNAJB11
DNAJB13
DNAJB1P1
DNAJB6
DNAJB9
DNAJC1
DNAJC11
DNAJC14
DNAJC17
DNAJC25
DNAJC25-GNG10
DNAJC28
DNAJC3
DNAJC3-DT
DNAJC4
DNAJC5
DNAL1
DNASE1
DNASE1L1
DNM1
DNM1L
DNM2
DNM3
DNMBP
DNMT1
DOC2B
DOCK1
DOCK3
DOCK6-AS1
DOK1
DOK7
DOLPP1
DPAGT1
DPF2
DPP10
DPP6
DPP9
DPY19L1
DPY19L2P3
DPY30
DPYSL2
DPYSL3
DRAM2
DSN1
DST
DST-AS1
DTL
DTNA
DTNB
DTYMK
DUBR
DUOX1
DUOXA1
DUSP14
DUSP15
DUSP16
DUSP2
DUSP22
DUSP3
DUSP4
DUSP5
DUSP7
DUSP8
DUSP9
DUX4
DUX4L1
DUX4L10
DUX4L11
DUX4L12
DUX4L13
DUX4L14
DUX4L15
DUX4L19
DUX4L2
DUX4L20
DUX4L21
DUX4L22
DUX4L23
DUX4L24
DUX4L25
DUX4L26
DUX4L3
DUX4L4
DUX4L5
DUX4L6
DUX4L7
DUX4L8
DUX4L9
DVL2
DYM
DYNC1H1
DYNC2I1
DYNLL1
DYNLRB1
DYNLRB2
DYNLRB2-AS1
DYNLT1
DYNLT2
DYNLT2B
DYRK1A
DYRK2
E2F1
E2F7
EAPP
EBF3
EBF4
EBP
ECE1
EDEM1
EDEM2
EDEM3
EDN3
EDRF1
EDRF1-DT
EEA1
EED
EEF1A2
EEF1AKMT1
EEF1D
EEF2
EEFSEC
EFCAB5
EFEMP1
EFHC1
EFNA2
EFNB2
EGFEM1P
EGFL7
EGFR
EGLN1P1
EGLN2
EGR1
EGR3
EGR4
EHD1
EHMT1
EHMT2
EID1
EID2B
EIF1
EIF2A
EIF2AK1
EIF2B3
EIF2D
EIF2S1
EIF2S2
EIF2S3
EIF3A
EIF3B
EIF3K
EIF4E3
EIF4EBP1
EIF4ENIF1
EIF4H
EIF5A
EIF5B
ELAC1
ELAPOR2
ELAVL2
ELFN1
ELK4
ELMOD1
ELOA-AS1
ELOB
ELOBP2
ELOF1
ELOVL2
ELOVL2-AS1
ELOVL4
ELOVL5
ELOVL7
ELP1
ELP5
ELP6
EMC10
EMC6
EMC9
EMD
EMILIN2
EML1
EML2
EML4
EML5
EMSY
EMSY-DT
ENDOG
ENDOV
ENO1
ENO1-AS1
ENO2
ENO3
ENO4
ENOPH1
ENOX1
ENPP4
ENTPD5
ENTPD6
ENTREP2
EPB41
EPC1
EPC1-AS2
EPC2
EPCAM
EPHA2
EPHA6
EPHB2
EPHB3
EPM2A-DT
EPM2AIP1
EPN2
EPS8
EPS8L2
ERBB2
ERC2
ERCC2
ERCC4
ERCC6
ERCC6L
ERG28
ERICH1
ERICH2
ERICH2-DT
ERICH3
ERICH5
ERMAP
ERMARD
ERN1
ERO1A
ERP29
ERRFI1
ERRFI1-DT
ERVK13-1
ESCO1
ESF1
ESR1
ESRP2
ESRRA
ESS2
ESYT2
ETFB
ETFDH
ETV4
ETV5
EVI5
EVL
EWSR1
EXD3
EXOC3L4
EXOC6
EXOC7
EXOC8
EXOG
EXOSC1
EXOSC10-AS1
EXOSC2
EXOSC5
EXOSC6
EXOSC8
EXT1
EZH1
EZH2
F2R
F7
F8
F8A1
F8A2
F8A3
FAAP20
FABP5P3
FADD
FADS1
FADS2
FAHD1
FAIM
FAM110A
FAM117A
FAM118A
FAM120A
FAM120AOS
FAM120B
FAM120C
FAM124A
FAM133B
FAM135B
FAM136A
FAM13B
FAM13B-AS1
FAM149A
FAM151B
FAM151B-DT
FAM161A
FAM167A
FAM168B
FAM169A
FAM174A
FAM174A-DT
FAM182A
FAM182B
FAM193A
FAM201B
FAM20A
FAM20B
FAM210B
FAM216A
FAM217B
FAM219A
FAM219B
FAM220A
FAM222A
FAM222B
FAM227A
FAM228A
FAM228B
FAM234B
FAM240C
FAM242C
FAM24B
FAM27C
FAM27E5
FAM3B
FAM53B
FAM53B-AS1
FAM53C
FAM66A
FAM66B
FAM66C
FAM66D
FAM66E
FAM83F
FAM83H
FAM86JP
FAM89A
FAM98A
FAM9A
FAN1
FANCA
FANCC
FARP1
FARSB
FASTKD2
FASTKD3
FAT1
FAUP4
FBL
FBLL1
FBLN1
FBRS
FBRSL1
FBRSL1P1
FBXL12
FBXL13
FBXL14
FBXL15
FBXL5
FBXL8
FBXO11
FBXO15
FBXO21
FBXO30
FBXO31
FBXO41
FBXO42
FBXO44
FBXO45
FBXO46
FBXO48
FBXO5
FBXO7
FBXO8
FBXW5
FCHO2
FCHO2-DT
FERMT3
FEZ1
FEZF2
FGD4
FGD5
FGD5-AS1
FGD6
FGF22
FGFR1OP2
FGFRL1
FHAD1
FHL1
FIBCD1
FIGN
FIGNL1
FILIP1L
FIP1L1
FITM2
FJX1
FKBP1A
FKBP2
FKBP4
FKBP4P2
FKBP4P6
FKBP4P7
FKBP4P8
FKRP
FLJ30679
FLJ43315
FLNA
FLNB
FLT4
FMC1
FMO5
FMR1
FMR1-AS1
FNBP1
FNBP4
FNDC5
FNTA
FNTB
FOCAD
FOCAD-AS1
FOSB
FOXA1
FOXA2
FOXC1
FOXD1
FOXI2
FOXK1
FOXK2
FOXL2
FOXL2NB
FOXN2
FOXN3
FOXN3-AS1
FOXN4
FOXO1
FOXO3
FOXO4
FOXO6
FOXP1
FOXQ1
FRMD4B
FRMPD1
FRRS1L
FRS2
FSCN3
FSD1
FSD1L
FSIP2
FSIP2-AS1
FST
FSTL1
FSTL3
FSTL4
FTH1P19
FTHL18P
FTSJ1
FTSJ3
FTX
FUNDC1
FUNDC2
FUOM
FUS
FUT11
FUT8
FUT8-AS1
FUZ
FXR2
FYTTD1
FZD3
FZD9
FZR1
G3BP2
GAA
GABBR2
GABPB1
GABPB1-AS1
GABPB1-IT1
GABRA4
GABRA6
GABRB1
GABRB2
GABRB3
GABRD
GABRE
GAD1
GADD45A
GAK
GALNT1
GALNT11
GALNT14
GALNT3
GALNT9
GAMT
GAN
GAP43
GAPVD1
GARIN5A
GARNL3
GARRE1
GAS2L1P1
GAS2L1P2
GAS6
GATA2
GATAD2A
GATC
GATD1
GATD1-DT
GATD3
GATM
GBA2
GBX1
GCC1
GCLM
GCNT4
GDAP1
GDF10
GDF5
GDNF
GDNF-AS1
GDPD1
GDPD5
GEMIN2
GEMIN4
GEMIN7-AS1
GEN1
GET1
GET1-SH3BGR
GFAP
GFOD1
GFOD1-AS1
GFRA2
GGTA1
GID4
GID8
GIGYF1
GIMAP5
GIN1
GINM1
GINS3
GJB2
GJC1
GK2
GKAP1
GLA
GLB1L3
GLCE
GLE1
GLI3
GLI4
GLIPR1L2
GLIPR2
GLMN
GLT8D1
GLTC1
GLTPD2
GLUD1
GLUD1P2
GLUD1P3
GLUL
GLYATL1
GMEB1
GMEB2
GMNN
GMPR
GNA13
GNAI1
GNAO1
GNAO1-DT
GNAQ
GNAS
GNB1
GNB1L
GNG10
GNG12
GNG5
GNPAT
GNPDA2
GNPTAB
GNPTG
GOLGA1
GOLGA4
GOLGA7
GOLGA8A
GOLGA8B
GPAA1
GPAT3
GPATCH11
GPATCH8
GPBP1L1
GPI
GPLD1
GPN3
GPR12
GPR137
GPR143
GPR160
GPR161
GPR176
GPR180
GPR19
GPR25
GPR26
GPR27
GPR63
GPR68
GPR85
GPRASP1
GPRASP2
GPRASP3
GPSM2
GPT2
GPX4
GRAMD4
GRASLND
GRB10
GRB14
GRB2
GRHL3
GRIA2
GRID2IP
GRIK1
GRIK3
GRIN1
GRIN3B
GRIPAP1
GRK2
GRK3
GRK3-AS1
GRK5
GRM2
GRM5
GRM7
GRM8
GRPEL1
GRPEL2
GSE1
GSEC
GSN
GSPT1
GSR
GSS
GSTM3
GTDC1
GTF2A1
GTF2A1-AS1
GTF2A1L
GTF2B
GTF2F1
GTF2F2
GTF2H5
GTF2I
GTF2IP1
GTF2IP4
GTF2IRD1P1
GTF2IRD2
GTF2IRD2B
GTF3A
GTF3C1
GTF3C2
GTPBP6
GTSE1
GTSE1-DT
GUCY1A2
GUF1
GUSBP12
GUSBP5
GVQW3
GXYLT1
GZF1
GZMM
H1-10-AS1
H1-2
H1-5
H2AC11
H2AC12
H2AC13
H2AC15
H2AC17
H2AC18
H2AC19
H2AC20
H2AC25
H2AC6
H2AC8
H2AX
H2BC10
H2BC11
H2BC12
H2BC12L
H2BC13
H2BC15
H2BC17
H2BC18
H2BC19P
H2BC20P
H2BC21
H2BC26
H2BC27P
H2BC4
H2BC5
H2BC6
H2BC8
H2BP1
H2BP2
H2BP6
H3C12
H3P4
H3P40
H4C14
H4C15
HABP4
HACD3
HACL1
HAGH
HAND2-AS1
HAPSTR1
HAR1B
HAS3
HASPIN
HAUS3
HAUS6
HBP1
HBQ1
HBS1L
HCFC1
HCFC1R1
HCG18
HCN1
HDAC4
HDAC4-AS1
HDAC5
HDAC7
HDDC3
HDGFL1
HDGFL3
HDHD2
HDHD3
HDLBP
HEATR1
HEATR3
HEATR3-AS1
HEATR5B
HECA
HECTD2
HECW2
HELT
HERC1
HERC4
HES2
HEY2
HEY2-AS1
HFM1
HGH1
HGS
HHIP
HHIP-AS1
HIBADH
HIC2
HIKESHI
HILPDA
HILPDA-AS1
HINT1
HIRA
HIRIP3
HIVEP3
HLA-DMA
HLA-DMB
HLA-DOA
HLCS
HM13
HMGA1
HMGA1P3
HMGA1P7
HMGA1P8
HMGA2
HMGN1
HMGN1P20
HMGXB3
HMMR
HMX1
HNRNPA1
HNRNPA3
HNRNPAB
HNRNPDL
HNRNPF
HNRNPH1
HNRNPH2
HNRNPH3
HNRNPK
HNRNPL
HNRNPM
HNRNPR
HNRNPU
HNRNPUL2
HNRNPUL2-BSCL2
HOOK1
HOOK3
HORMAD1
HOXA5
HOXA7
HOXA9
HOXB-AS1
HOXB2
HOXB9
HOXC12
HOXD10
HOXD3
HOXD8
HP1BP3
HPCAL1
HPGD
HR
HRAS
HRH2
HRK
HRURF
HS3ST1
HS3ST2
HS6ST1
HS6ST1P1
HS6ST2
HSD11B1L
HSD11B2
HSD17B10
HSD17B6
HSDL1
HSDL2
HSF1
HSF2BP
HSP90AA1
HSPA12A
HSPA14
HSPA4L
HSPD1
HSPE1
HSPE1-MOB4
HSPH1
HTATSF1
HTD2
HTRA3
HTT-AS
HULC
HYI
HYI-AS1
HYKK
HYLS1
HYMAI
IAH1
IARS2
ICA1L
ICMT
ICMT-DT
ICOSLG
ID2
ID2-AS1
IDH3A
IDH3G
IDI1
IDUA
IFFO2
IFIT5
IFNAR1
IFNAR2
IFNAR2-IL10RB
IFRD2
IFT122
IFT140
IFT172
IFT27
IFT80
IFT81
IGDCC4
IGF1R
IGF2
IGFBP4
IGFBP7
IGFBPL1
IGLV1-51
IGSF21
IKZF2
IKZF4
IL10RA
IL12A-AS1
IL13
IL17RB
IL1R1
IL23A
IL4I1
ILF3
ILF3-DT
ILKAP
ILVBL
IMMT
IMP3
IMPA1
INCA1
INF2
ING1
ING2
ING2-DT
ING5
INHBA
INHBA-AS1
INHBB
INO80C
INO80E
INPP4A
INPP4B
INPP5A
INPP5E
INPP5F
INPP5K
INSL6
INSM1
INTS11
INTS13
INTS15
INTS2
INTS3
INTS5
INTS7
IP6K1
IPMK
IPO11
IPO5
IPO9
IPO9-AS1
IPP
IQCA1
IQCE
IQCG
IQCH-AS1
IQGAP2
IQSEC3P1
IRF1
IRF2BP2
IRF2BPL
IRF3
IRGQ
IRS1
IRX4
IRX4-AS1
IRX6
ISCU
ISOC1
ISYNA1
ITCH
ITFG1
ITFG1-AS1
ITFG2-AS1
ITGA2B
ITGA9-AS1
ITGAE
ITGB1BP1
ITGB5
ITM2C
ITPK1
ITPR2
ITPRIP
ITPRIPL1
IVD
IWS1
JAG1
JAG2
JAGN1
JAK2
JAK3
JAKMIP3-AS1
JAM3
JARID2
JARID2-AS1
JMJD1C
JMJD4
JMY
JUN-DT
JUND
KANK1
KANK2
KANK3
KANSL1L
KANSL3
KARS1P2
KASH5
KAT7
KATNA1
KATNIP
KAZN
KBTBD11
KBTBD11-AS1
KBTBD11-OT1
KBTBD12
KBTBD13
KBTBD2
KCNA3
KCNC3
KCNC4
KCNG2
KCNG3
KCNH5
KCNIP2-AS1
KCNIP3
KCNJ11
KCNJ12
KCNJ5
KCNJ6
KCNK12
KCNN2
KCNQ1DN
KCNQ2
KCNQ5
KCTD1
KCTD13
KCTD15
KCTD19
KCTD6
KDELR2
KDELR3
KDM2A
KDM2B
KDM3A
KDM4C
KDM5C
KDM7A
KDM7A-DT
KDM8
KDSR
KDSR-DT
KHDRBS1
KHDRBS3
KHK
KHSRP
KIAA0319
KIAA0513
KIAA1328
KIAA1549L
KIAA1671
KIF11
KIF17
KIF1A
KIF1B
KIF1C
KIF21B
KIF26A
KIF26A-DT
KIF2A
KIF3A
KIF3B
KIF5B
KIF6
KIFC3
KIN
KIRREL1
KIT
KLC1
KLC2-AS2
KLF12
KLF13
KLF4
KLF7
KLHL13
