"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033044","GO:0033044","regulation of chromosome organization","89/4141","244/18860",0.364754098360656,1.66125628956338,5.51435011570091,1.43691364820782e-07,4.28337116084808e-05,3.74966037722804e-05,"ACD/ACTB/ACTR8/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CCT3/CCT5/CDC6/CDK1/CENPF/CHFR/CTCF/CUL3/DDX11/DKC1/DPF2/ERCC4/FBXO5/GEN1/HASPIN/HECW2/HNRNPA1/HNRNPU/HSP90AA1/INO80C/INO80E/KLF4/KLHL22/KNL1/LIG4/MAD1L1/MAD2L1/MAP2K7/MAP3K20/MAPT/NABP2/NAF1/NAT10/NCAPD3/NCAPH/NEK6/NSMCE2/NSMCE3/NSMCE4A/NUMA1/PARN/PARP1/PARP3/PKIB/PML/PPP1R10/PTGES3/RAD21/RIOK2/RNF4/RTEL1/RUVBL1/SETMAR/SIRT6/SKA1/SKA3/SLX4/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMC4/SMC5/SMC6/SMG6/SPC24/SPDL1/TNKS2/UPF1/WAPL/XRCC1/YLPM1/YY1/ZWINT",89
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","118/4141","348/18860",0.339080459770115,1.54432684647775,5.43620090467558,1.58712497352277e-07,4.51609197011479e-05,3.95338402495672e-05,"ACIN1/C1QBP/CDC5L/CELF4/CENATAC/CIRBP/COIL/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX15/DHX38/DHX8/DHX9/DNAJC17/DYRK1A/ESRP2/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HNRNPUL2/HTATSF1/ILF3/INTS15/KHDRBS1/KHDRBS3/KHSRP/LARP7/LSM1/LSM2/LSM4/LSM7/LSM8/LUC7L/LUC7L2/MPHOSPH10/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PRPF8/PTBP1/PTBP2/QKI/RBFOX1/RBM10/RBM14/RBM15B/RBM17/RBM19/RBM23/RBM42/RBMX/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SETX/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF4/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/USP49/WTAP/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",118
"GO:0007052","GO:0007052","mitotic spindle organization","57/4141","137/18860",0.416058394160584,1.89491941894919,5.57608377240773,1.79257625738751e-07,4.87892494401993e-05,4.27100777847112e-05,"ABRAXAS1/AFG2B/ARHGEF10/AURKA/BCCIP/CCNB1/CCSAP/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CLASP1/DCTN1/DCTN6/DYNC1H1/EFHC1/EML1/FAM110A/FLNA/FSD1/GNAI1/GPSM2/HNRNPU/INTS13/KIF11/KIF2A/KIF3B/MAP1S/MYBL2/NEK6/NUMA1/NUP62/PARP3/PCNT/PKD1/PLK3/POC1A/PRC1/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPICE1/STAG1/STAG2/TACC1/TUBG1/TUBG2/UHRF1/VPS4B",57
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","75/4141","197/18860",0.380710659898477,1.73392973815148,5.49249491062274,1.90645684354015e-07,4.97267493356722e-05,4.35307645941667e-05,"ATF7IP/BAP1/BEND3/CBX1/CBX5/CDKN2B-AS1/CDYL/CTCF/CTR9/DNMT1/DYRK1A/EED/EHMT1/EHMT2/EPC1/EZH1/EZH2/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/HDAC4/HDAC5/HMGA2/HNRNPK/HNRNPU/ING2/JARID2/L3MBTL1/LHX2/MAEL/MBD1/MBD3/MCRIP1/MECP2/MIS18A/MORC1/MOV10L1/PARTICL/PCGF3/PCGF5/PCID2/PPHLN1/PPM1D/RBM15B/SIRT6/SIRT7/SMARCA4/SMARCA5/SMCHD1/SPEN/SPIN1/SPTY2D1/SUV39H1/SUV39H2/TASOR2/TDRD5/TEX15/TRIM27/TRIM28/TRIM37/UHRF1/UHRF2/YTHDC1/ZNF445/ZNFX1",75
"GO:0140014","GO:0140014","mitotic nuclear division","99/4141","281/18860",0.352313167259786,1.60459462316338,5.41600511702352,2.05084564724049e-07,5.13531750069019e-05,4.49545365875116e-05,"ABRAXAS1/AKAP8/ANAPC11/ANAPC7/ANLN/APC/ARHGEF10/ATM/AURKA/BCCIP/BMP7/BROX/BUB3/CCDC86/CCNB1/CCSAP/CDC14A/CDC14B/CDC25C/CDC42/CDK1/CDKN1B/CDT1/CENPF/CEP192/CEP85/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CLASP1/CUL3/DAPK3/DMRT1/EDN3/EML4/EPS8/FBXO5/FBXW5/FLNA/GEN1/HASPIN/HNRNPU/IGF2/KIF11/KIF2A/KIF3B/KLHL22/KNL1/L3MBTL1/LRP5/MAD1L1/MAD2L1/MIS12/MKI67/MYBL2/NCAPD3/NCAPH/NDEL1/NEUROG1/NFIB/NIPBL/NSMCE2/NUMA1/NUP62/PDXP/PKMYT1/PPP2R2D/PRC1/RAD21/RAN/RANBP1/RCC1/REEP3/RHOA/RMDN1/SEH1L/SKA1/SKA3/SMARCA5/SMC4/SPAST/SPC24/SPDL1/SPICE1/STAG1/STAG2/TENT4A/TUBG1/TUBG2/UBE2I/UBE2S/UHRF1/VPS4B/WAPL/ZWINT",99
"GO:0006282","GO:0006282","regulation of DNA repair","86/4141","236/18860",0.364406779661017,1.65967444202047,5.40906214687584,2.42794768853009e-07,5.84575097315322e-05,5.1173666665942e-05,"ABL1/ABRAXAS1/ACTB/ACTR8/ARID1B/ATM/ATXN7L3/BABAM2/BCL7A/BCL7B/C1QBP/CUL4A/DDX11/DEK/DHX9/DPF2/EGFR/EPC1/EPC2/ERCC6/FIGNL1/FUS/H2AX/HMGA2/HSF1/INO80C/INO80E/KAT7/KMT5C/MAGEF1/MBTD1/MEAF6/MORF4L1/MRGBP/MRNIP/OGG1/PARP1/PARP3/PCNA/PIAS4/PML/POLH/PPP4R2/PRKDC/RAD51AP1/RECQL5/RIOX1/RNF126/RTEL1/RUVBL1/SENP3/SETMAR/SGF29/SHLD2/SIRT6/SIRT7/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/SUPT3H/SUPT7L/SUV39H1/TADA2B/TAF12/TAF4/TAF5/TAF5L/TAF6/TAF7/TEX15/TIGAR/TIMELESS/TRIM28/TWIST1/UBE2V1/UBE2V2/UBQLN4/UIMC1/USP1/XRCC1/YEATS4/YY1/ZCWPW1",86
"GO:0000819","GO:0000819","sister chromatid segregation","85/4141","233/18860",0.36480686695279,1.66149662176518,5.38898440359131,2.69402451203408e-07,6.24614572049383e-05,5.46787197257288e-05,"ABRAXAS1/ACTB/AKAP8/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARHGEF10/ARID1B/ATM/BCCIP/BCL7A/BCL7B/BUB3/CCNB1/CCSAP/CDC6/CDK1/CDT1/CENPF/CEP192/CHFR/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CLASP1/CUL3/DPF2/EML4/FBXO5/FLNA/GEN1/HASPIN/HECW2/HNRNPU/KIF11/KIF2A/KIF3B/KLHL22/KNL1/MAD1L1/MAD2L1/MAP3K20/MIS12/MYBL2/NCAPD3/NCAPH/NEK6/NIPBL/NSMCE2/NUMA1/NUP62/PRC1/RAD21/RAN/RCC1/RHOA/RIOK2/RMDN1/SEH1L/SKA1/SKA3/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMC4/SPC24/SPDL1/SPICE1/STAG1/STAG2/TENT4A/TUBG1/TUBG2/UHRF1/VPS4B/WAPL/ZWINT",85
"GO:0032886","GO:0032886","regulation of microtubule-based process","97/4141","276/18860",0.351449275362319,1.6006600660066,5.33195523973859,3.08804848976467e-07,6.9039941235453e-05,6.04375204425371e-05,"ABL1/APC/APC2/ATF5/AURKA/BBOF1/BMERB1/CAMSAP1/CAMSAP3/CCDC88C/CCNF/CCSAP/CDK11A/CDK11B/CDK2AP2/CDK5R1/CDKN1B/CENATAC/CEP120/CEP295/CFAP206/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CHORDC1/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DNAAF1/DYNC1H1/DYNLT2B/DYRK1A/EML2/ERBB2/FBXW5/FEZ1/FKBP4/FNTA/FNTB/FSD1/GBA2/GEN1/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/LAMP1/MAP1S/MAP6/MAPRE2/MAPRE3/MAPT/MDM1/MECP2/NAT10/NEFH/NPM1/NUBP1/NUMA1/NUP62/ODAD2/PAFAH1B1/PARP3/PDCD6IP/PDE4DIP/PKD1/PLK4/POC1A/PPP2CA/RAC1/RAE1/RBM14/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/SPICE1/STMND1/TAOK1/TPPP/TRAF3IP1/TRIM37/TTBK2/TTLL6/VPS4B",97
"GO:0006354","GO:0006354","DNA-templated transcription elongation","58/4141","143/18860",0.405594405594406,1.84726164924185,5.39436389874314,3.95416042919467e-07,8.51459265446994e-05,7.4536689690887e-05,"ARMC5/BRD4/CCNK/CCNT2/CDC73/CTR9/CUL3/EAPP/ELOB/ELOF1/ERCC2/ERCC6/EZH2/GTF2F1/GTF2F2/GTF2H5/HMGN1/HNRNPU/INTS11/INTS13/INTS2/INTS3/INTS5/INTS7/IWS1/KAT7/LARP7/LDB1/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PCID2/POLR2A/POLR2E/POLR2I/PPP1R10/PPP2CA/PWWP2B/RBX1/RECQL5/RTF1/SETD5/SIRT6/SUPT4H1/SUPT5H/TCEA2/VHL/WDR43",58
"GO:0051321","GO:0051321","meiotic cell cycle","103/4141","299/18860",0.344481605351171,1.56892612338157,5.25973153176414,4.08047571300476e-07,8.51459265446994e-05,7.4536689690887e-05,"AGO4/ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC16/ANAPC2/ANAPC7/ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/BUB3/CCNE2/CDC25B/CDC25C/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FAM9A/FANCA/FBXO5/FIGNL1/FZR1/H2AX/HFM1/HORMAD1/HSF1/HSF2BP/ING2/KASH5/KCTD19/KNL1/LIF/LSM14B/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MND1/MOV10L1/MSH4/MSH5/MUS81/NCAPD3/NCAPH/NDC1/NSUN2/NUMA1/PKMYT1/PPP2CA/PRDM9/PSMA8/RAB24/RAD21/RAD21L1/RAD51AP1/RAD54B/RBBP8/RMI1/RNF212/RPA1/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SLX4/SMC4/SPATA22/SPIN1/SPIRE2/SPO11/STAG2/STAG3/SYCE1/SYCE2/SYCP2/TEX15/TOP6BL/TUBB8/TUBG1/TUBG2/TUBGCP3/TUBGCP4/TUBGCP5/TUBGCP6/UBB/WASHC5/WNT4/XRCC2/YTHDF2/ZCWPW1/ZNF541/ZWINT",103
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","115/4141","344/18860",0.334302325581395,1.52256504720239,5.1882248058458,5.16677978979541e-07,0.000101075129637873,8.84811039002463e-05,"ACIN1/C1QBP/CDC5L/CELF4/CENATAC/CIRBP/COIL/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX15/DHX38/DHX8/DHX9/DNAJC17/DYRK1A/ESRP2/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HNRNPUL2/HTATSF1/ILF3/INTS15/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/LUC7L2/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PRPF8/PTBP1/PTBP2/QKI/RBFOX1/RBM10/RBM14/RBM15B/RBM17/RBM19/RBM23/RBM42/RBMX/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SETX/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF4/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/USP49/WTAP/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",115
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","115/4141","344/18860",0.334302325581395,1.52256504720239,5.1882248058458,5.16677978979541e-07,0.000101075129637873,8.84811039002463e-05,"ACIN1/C1QBP/CDC5L/CELF4/CENATAC/CIRBP/COIL/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX15/DHX38/DHX8/DHX9/DNAJC17/DYRK1A/ESRP2/ESS2/FMR1/GEMIN2/GEMIN4/GPATCH8/HNRNPA1/HNRNPA3/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HNRNPUL2/HTATSF1/ILF3/INTS15/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/LUC7L2/NCL/NOVA1/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PRPF8/PTBP1/PTBP2/QKI/RBFOX1/RBM10/RBM14/RBM15B/RBM17/RBM19/RBM23/RBM42/RBMX/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SETX/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF4/SRSF5/SRSF6/SRSF9/STRAP/SYNCRIP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4A/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/USP49/WTAP/YJU2B/YTHDC1/ZC3H14/ZMAT2/ZRSR2",115
"GO:0010639","GO:0010639","negative regulation of organelle organization","121/4141","367/18860",0.329700272479564,1.50160520139207,5.14711855289127,5.99223731473098e-07,0.000113670926030957,9.95074560143206e-05,"ACD/AKT1/ANKRD27/APC/APC2/ARAP1/ARHGAP28/ARHGEF18/ATM/BBOF1/BMERB1/BMP7/BNIP3/BOK/BUB3/CAPG/CAPZA1/CAPZA2/CARMIL2/CCDC88C/CCNB1/CCNF/CDK10/CENATAC/CENPF/CFL1/CKAP2/CLASP1/CLIP3/CORO2B/CTNNA2/CYRIB/DMRT1/DMTN/DYRK1A/EHMT2/EML2/EPS8/ERCC4/FBXO5/FEZ1/FKBP4/FZD9/GEN1/GSN/HASPIN/HDGFL3/HNRNPA1/HNRNPU/HORMAD1/INPP5K/KANK1/KANK2/KANK3/KLHL22/KNL1/LIF/LUZP1/MAD1L1/MAD2L1/MAPT/MDM1/MPHOSPH9/MTPN/NAT10/NPM1/NUBP1/OMA1/OPA1/PARP1/PARP3/PFN1/PHF23/PINK1/PML/PPARG/PRELID1/PRKN/RAD21/RBM14/RHPN1/RHPN2/RTEL1/SETMAR/SKA1/SKA3/SLC25A31/SLC25A4/SLC25A6/SLC35F6/SLX4/SMAD4/SMARCA5/SMG6/SPC24/SPDL1/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH1/SSH2/SVIL/TAOK1/TBC1D7/TFRC/TJP1/TMEM14A/TMOD3/TNKS2/TRIAP1/TRIM32/TRIM37/TTBK2/TWF2/USP10/WAPL/WDR44/XRCC1/ZWINT",121
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","65/4141","168/18860",0.386904761904762,1.76214049976426,5.26301475985845,6.22634711004765e-07,0.000114638037967348,0.000100354065185474,"ABL1/APC/APC2/BBOF1/BMERB1/CAMSAP1/CAMSAP3/CCDC88C/CCSAP/CDK2AP2/CDK5R1/CDKN1B/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DYNC1H1/DYRK1A/EML2/FKBP4/FSD1/GBA2/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/MAP1S/MAP6/MAPRE2/MAPRE3/MAPT/MECP2/NUMA1/NUP62/PAFAH1B1/PARP3/PDE4DIP/PKD1/PPP2CA/RAC1/RAE1/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/STMND1/TAOK1/TPPP/TRAF3IP1/TTBK2/VPS4B",65
"GO:0007127","GO:0007127","meiosis I","54/4141","132/18860",0.409090909090909,1.86318631863186,5.27859821235043,7.10494881612398e-07,0.000127077084539818,0.000111243198606741,"AGO4/ANKRD31/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CKS2/DMRT1/EHMT2/ERCC4/FBXO5/HFM1/HORMAD1/HSF2BP/ING2/KASH5/KNL1/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MLH1/MLH3/MND1/MOV10L1/MSH4/MSH5/MUS81/NDC1/PRDM9/PSMA8/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SLC25A31/SLX4/SPATA22/SPO11/STAG3/SYCE1/SYCE2/SYCP2/TEX15/TOP6BL/UBB/ZCWPW1/ZWINT",54
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","65/4141","170/18860",0.382352941176471,1.74140943506115,5.1505156526576,1.01607771134435e-06,0.000176684624250434,0.000154669607171306,"ABRAXAS1/AFG2B/ARHGEF10/AURKA/BCCIP/CCNB1/CCSAP/CDK1/CENPA/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CLASP1/DCTN1/DCTN6/DYNC1H1/DYNLT1/EFHC1/EML1/FAM110A/FLNA/FSD1/GNAI1/GPSM2/HNRNPU/INTS13/KIF11/KIF2A/KIF3B/MAD2L1/MAP1S/MYBL2/NDEL1/NEK6/NUMA1/NUP62/PAFAH1B1/PARP3/PAX6/PCNT/PKD1/PLK3/POC1A/PRC1/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPDL1/SPICE1/STAG1/STAG2/TACC1/TUBG1/TUBG2/UHRF1/VPS4B",65
