"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000209","GO:0000209","protein polyubiquitination","95/4141","300/18860",0.316666666666667,1.44224422442244,4.09549692452106,5.51572889417623e-05,0.00387960257051047,0.00339620161124559,"AKT1/ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC16/ANAPC2/ANAPC7/ARK2C/ATM/BLMH/CBFB/CDC34/CDKN2A/CEP63/CHFR/CUL3/DAW1/DDX3X/DTL/DUSP22/FBXO45/FBXO7/FOXO4/FZR1/H2AX/HECTD2/ITCH/KBTBD2/MARCHF1/NAGK/NEDD4/NHLRC1/NOD2/NPEPPS/OTUD4/PARP10/PELI3/PPIA/PRKN/RBX1/RIPK2/RNF111/RNF123/RNF126/RNF144A/RNF152/RNF167/RNF170/RNF187/RNF216/RNF4/RNF41/RNF5/RUSC1/SHARPIN/SKP1/SMURF1/SPOP/SPSB4/STAMBPL1/STUB1/TCF25/TNKS2/TRAF2/TRIM27/TRIM3/TRIM32/TRIM71/TRIM8/TTC3/UBE2D2/UBE2D3/UBE2D4/UBE2E2/UBE2G1/UBE2G2/UBE2J2/UBE2K/UBE2O/UBE2Q2/UBE2R2/UBE2S/UBE2T/UBE2V1/UBE2V2/UBE3A/UBE3D/UBE4A/USP38/WWP2/YWHAE/YWHAG/ZFP91/ZNRF1",95
"GO:0030900","GO:0030900","forebrain development","126/4141","419/18860",0.300715990453461,1.36959758028309,4.0580434212925,5.58740685743738e-05,0.00388635188083978,0.00340210995319521,"AKIRIN2/ALDH1A3/ALK/APLP1/ARHGAP35/ATF5/BCL11B/BMERB1/BMP2/BMPR1A/BNIP3/BTBD3/CDK5R1/CDON/CEP120/CFL1/CHD7/CRK/CRKL/CRTAC1/CSNK2A2/DAB1/DCLK2/DISC1/DIXDC1/DLX2/DLX5/DNAH5/DNAJB1/E2F1/EFHC1/EFNA2/EGFR/EPHB2/EPHB3/EXT1/EZH1/EZH2/FBXO41/FBXO45/FEZ1/FEZF2/FLNA/FOXP1/FRS2/FXR2/GATA2/GLI3/HERC1/HMGA2/HOOK3/ID2/INHBA/INHBB/KDM2B/KIAA0319/KIF26A/KRAS/LEF1/LHX1/LHX2/LHX3/LHX6/LRP8/LYPD6/MDGA1/MYH10/NCOA1/NDEL1/NDNF/NEUROD1/NEUROG1/NF1/NFIB/NOTCH1/NOTCH3/NR2F2/NR4A2/NR4A3/NRG3/NTRK2/OTX2/PAFAH1B1/PALS1/PAX6/PCDH9/PGAP1/PHACTR1/PLXNA1/PLXNA3/PLXNA4/POU3F1/POU3F3/POU4F1/RAC1/RAN/RAPGEF2/RFX4/RHOA/RTN4RL2/SALL1/SCT/SCYL2/SIX3/SKI/SLC8A3/SLIT1/SOX1/SRD5A1/TACC1/TBX3/TMEM108/TMEM14B/TRAPPC9/TTBK2/TUBB2B/TWSG1/UBB/WDR37/WNT2B/WNT4/WNT7A/XRCC1/YWHAE/ZDHHC16/ZIC3",126
"GO:0048593","GO:0048593","camera-type eye morphogenesis","52/4141","143/18860",0.363636363636364,1.65616561656166,4.17768952099278,5.75737209155682e-05,0.00396056585638964,0.00346707681997048,"ABI2/AHI1/ALDH1A3/BCAR3/BMP7/CALB1/CDON/DIO3/DLL1/EPHA2/EPHB2/FAT1/FJX1/FOXN4/FRS2/GLI3/HCN1/HMGN1/IFT122/IFT172/JAG1/KDM2B/LHX1/LRP5/MEIS1/NECTIN1/NF1/NOTCH1/NTRK2/PAX6/PTF1A/RDH13/SAMD11/SDK1/SHROOM2/SIX3/SKI/SLC1A1/SOX1/SOX11/SP3/TBC1D20/TDRD7/TENM3/TFAP2A/TWIST1/VEGFA/VSX1/WNT16/WNT2B/YY1/ZEB1",52
"GO:0097178","GO:0097178","ruffle assembly","21/4141","42/18860",0.5,2.27722772277228,4.39520405216768,5.82170200763356e-05,0.00396128853997675,0.00346770945672086,"ARF6/ARHGAP24/ARHGEF26/BAG4/CARMIL2/EPS8/EPS8L2/EVL/FAM98A/HRAS/INPP5K/KANK1/NDEL1/PFN1/PFN2/PIP5K1A/RAC1/RCC2/RHOG/SH3YL1/SNX10",21
"GO:0090068","GO:0090068","positive regulation of cell cycle process","89/4141","278/18860",0.320143884892086,1.45808105990455,4.08123214374455,6.00767757130179e-05,0.00404387759100529,0.00354000785921869,"AKT1/ANAPC11/ANAPC7/ANKRD31/ARF6/AURKA/BRD4/CCNB1/CCND1/CCND3/CCNE2/CDC14A/CDC14B/CDC25B/CDC25C/CDC42/CDC6/CDC7/CDC73/CDK1/CDK10/CEP120/CEP295/CHMP3/CPSF3/CUL3/CUL4A/DDRGK1/DDX11/DDX3X/DMRT1/DTL/DYNC1H1/E2F7/EDN3/EGFR/EXOC7/EZH2/FBXO5/GEN1/GPSM2/HNRNPU/IGF2/KIF3B/KNL1/LEF1/LRP5/LSM11/MAD1L1/MAD2L1/MAP3K20/MEIOSIN/MEPCE/MIR372/NCAPD3/NCAPH/NEUROG1/NPM1/NSMCE2/NUMA1/NUP62/PLK4/PLRG1/PLSCR1/POC1A/PPP1R10/PRDM9/PRKCE/RAD18/RAD21/RAD51AP1/RANBP1/RCC2/RHOA/RXFP3/SKA1/SKA3/SMARCD3/SMC4/SMC5/SMC6/SPAST/SVIL/TFDP1/TMOD3/UBE2E2/VPS4B/WNT10B/WNT4",89
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II","14/4141","23/18860",0.608695652173913,2.77227722772277,4.51089272554261,6.27761477864198e-05,0.00418062431003179,0.00365971584967639,"EAPP/EZH2/HNRNPU/LARP7/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/VHL",14
"GO:0061614","GO:0061614","miRNA transcription","32/4141","76/18860",0.421052631578947,1.9176654507556,4.25177163661576,6.38257770502909e-05,0.0042057827824718,0.00368173956037468,"BMP2/BMPR1A/EGFR/EGR1/ESR1/FOXA1/FOXO3/GATA2/KLF4/MRTFB/MYB/MYCN/NCOR2/NFATC3/NFIB/NOTCH3/NR1H2/PAX6/POU2F1/PPARA/PPARG/RELA/SMAD4/SMAD6/SMARCA4/SREBF1/SREBF2/TEAD1/TWIST1/VEGFA/YY1/ZNF512B",32
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","39/4141","99/18860",0.393939393939394,1.79417941794179,4.20224168067169,6.47459528216829e-05,0.00422197567358057,0.0036959148069044,"ACTB/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/CHFR/CUL3/DPF2/FBXO5/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/MAD2L1/MAP3K20/NEK6/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",39
"GO:0022411","GO:0022411","cellular component disassembly","142/4141","483/18860",0.29399585921325,1.33899104196134,4.00310768037564,6.5552815552524e-05,0.00423052191091547,0.00370339617760651,"ABCC8/ABCE1/ACIN1/ACTN2/ADAM10/ADAMTS5/ADGRB3/ADRB2/AFG2B/ANKZF1/APC/APC2/ARF6/ATAD2/AURKA/BBOF1/BLCAP/BMERB1/BNIP3/BOK/C1QL1/C3/CAPG/CAPZA1/CAPZA2/CARMIL2/CCDC88C/CCSAP/CDK1/CFL1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CKAP2/CLASP1/COL6A1/CTDNEP1/DCTN1/DDR1/DDRGK1/DEDD2/DFFB/DICER1/DMTN/DNAJC17/DUSP3/EIF2D/EIF5A/ELAC1/ELP6/ENDOG/EPS8/EXOC8/EXOG/FOXL2/GAK/GSN/GSPT1/H2AC25/HBS1L/HDGFL3/HMGA1/HSF1/IGF1R/JMJD4/KIF2A/KIF5B/KLC1/LCP1/LRP1/MAP1LC3B/MAP1S/MAP4K4/MAPRE2/MCOLN1/MFSD8/MICAL3/MMP14/MTIF3/MTPN/MTRES1/MTRFR/NAPB/NEK6/NEMF/NOXO1/NSF/OTUD3/PAFAH1B1/PDXP/PHF23/PLK3/PLXNC1/PPP1R10/PRKCA/PRKCB/PTRH1/RAC1/RRP7A/RUBCN/SCAF4/SET/SETX/SHARPIN/SKIC2/SKIC3/SMAD7/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SNAI2/SNX14/SPAST/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/STX17/SVIL/TAOK1/TBC1D25/TCF25/TIMP3/TMOD3/TPGS1/TPGS2/TRAF2/TTBK2/TWF2/UBQLN1/UBQLN4/UPF1/USP10/USP21/VPS4B/VTA1",142
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","88/4141","275/18860",0.32,1.45742574257426,4.05301731242868,6.70723560199237e-05,0.00428441784372166,0.00375057664274675,"ACTB/ACVR1B/AKT1/APC/APPL2/ARID1B/BCL7A/BCL7B/BID/CACNB4/CACUL1/CCNB1/CCND1/CCND3/CCNE2/CCNF/CCNH/CCNI/CCNJL/CCNP/CDC34/CDC6/CDC7/CDC73/CDK1/CDK10/CDK2AP2/CDKN1B/CDKN2A/CDKN2C/CPSF3/CUL2/CUL3/CUL4A/DACT1/DDRGK1/DDX3X/DPF2/E2F1/E2F7/EGFR/EIF4EBP1/EZH2/FBXO31/FBXO7/FHL1/GSPT1/ID2/INHBA/KANK2/KHDRBS1/KLF4/LSM11/MAP3K11/MEPCE/MIR372/MYB/NPAT/PIAS1/PKD1/PKD2/PLK3/PLRG1/POLE/PPP2CA/PPP6C/PRKDC/PRMT2/RASSF1/RBBP8/RBL2/RBX1/RCC1/SENP2/SMARCA4/SMARCB1/SMARCC1/SMARCD3/TCF3/TFDP1/TMEM14B/TRIAP1/TRIM39/TRIM71/UBE2E2/USP37/USP38/WAC",88
"GO:0034502","GO:0034502","protein localization to chromosome","46/4141","123/18860",0.373983739837398,1.70329228044756,4.15060276138937,6.89293352003576e-05,0.00435856200357817,0.00381548239290869,"ACD/APLF/ATM/BRD2/BRD3/BUB3/CDK1/CENPA/CHMP7/CTCF/CTCFL/ERCC6/ESR1/EZH2/H2AC8/H2AX/H2BC11/H4C14/H4C15/HASPIN/HTATSF1/JARID2/KNL1/LEF1/MIS18A/MMS22L/MRNIP/PARP1/PARP2/PARP3/PIAS4/PML/PPHLN1/PRKDC/RAD21/RCC2/RNF4/RPA1/SIRT6/SMC5/SPDL1/SPIN1/SPO11/TNKS2/VCPIP1/WAPL",46
"GO:2000779","GO:2000779","regulation of double-strand break repair","54/4141","151/18860",0.357615894039735,1.62874565602256,4.1144423028998,7.05194376679233e-05,0.00438309609357735,0.00383695951961723,"ABL1/ACTB/ARID1B/ATM/BCL7A/BCL7B/C1QBP/DDX11/DEK/DPF2/EPC1/EPC2/ERCC6/FIGNL1/FUS/H2AX/HMGA2/HSF1/KMT5C/MAGEF1/MBTD1/MEAF6/MORF4L1/MRGBP/MRNIP/OGG1/PARP1/PARP3/PIAS4/PML/PPP4R2/PRKDC/RAD51AP1/RECQL5/RNF126/RTEL1/RUVBL1/SENP3/SETMAR/SHLD2/SIRT6/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/TEX15/TIMELESS/TWIST1/UBE2V2/UBQLN4/YEATS4/ZCWPW1",54
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","38/4141","96/18860",0.395833333333333,1.80280528052805,4.18269230790918,7.07176845768869e-05,0.00438309609357735,0.00383695951961723,"ACTB/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/CUL3/DPF2/FBXO5/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/MAD2L1/MAP3K20/NEK6/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",38
"GO:0060491","GO:0060491","regulation of cell projection assembly","71/4141","213/18860",0.333333333333333,1.51815181518152,4.03380716521855,8.03546133914682e-05,0.00493156744931952,0.004317090993973,"ABI2/ABITRAM/AKT1/ANLN/APC/ARAP1/ARF4/ARF6/ARHGAP24/ARHGAP35/ARPC2/ATMIN/ATP8B1/AUTS2/BRK1/CARMIL2/CDC42/CDC42EP3/CDC42EP4/CDK10/CEP120/CFL1/CNTROB/CROCC/DAAM2/DMTN/DPYSL3/DYNLT2B/EPHA2/EPHB2/EPS8/EPS8L2/EVL/FAM98A/FMR1/FUZ/GAP43/HRAS/HSP90AA1/IFT140/KANK1/KIT/LUZP1/MPHOSPH9/MYO10/MYO3A/NCKAP1/NDEL1/ODF2/PFN1/PFN2/PODXL/RAB3IP/RAC1/RAP1GAP/RAPGEF2/RAPGEF6/RCC2/RHOG/RHOQ/SEPTIN9/SH3YL1/STAU2/TAPT1/TBC1D7/TENM2/TRIM32/TTBK2/TWF2/WDR44/ZMYND10",71
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","15/4141","26/18860",0.576923076923077,2.62757044935263,4.40481811265657,8.1612857064966e-05,0.00495326277030756,0.00433608306410311,"EAPP/EZH2/HNRNPU/LARP7/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/SUPT5H/VHL",15
"GO:0016236","GO:0016236","macroautophagy","121/4141","403/18860",0.300248138957816,1.36746677149104,3.95514885873467,8.35684894602367e-05,0.00495326277030756,0.00433608306410311,"ABI2/ADRB2/AFG2B/AKT1/ARMC3/ATG16L2/ATG4B/ATG7/ATG9A/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BAG3/BNIP3/BNIP3L/CAPNS1/CDC37/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CSNK2A2/CTSD/DDRGK1/DEPTOR/DNM1L/EHMT2/EIF2AK1/EIF2S1/ELP6/EMC6/EPHB2/ERN1/EXOC7/EXOC8/FBXO7/FEZ1/FUNDC1/GAA/HGS/IRGQ/LRBA/LYPLA1/MAP1LC3B/MCOLN1/MFSD8/MOAP1/NEDD4/NIPSNAP3A/NOD2/NRBP2/OMA1/PACS2/PDCD6IP/PGAM5/PHF23/PINK1/PRKN/RAB1B/RAB33A/RAB33B/RAB3GAP2/RBX1/RETREG1/RETREG2/RETREG3/RIPK2/RNF41/RNF5/RUBCN/SLC25A4/SMURF1/SNX14/SNX32/SNX4/SNX6/SPART/SPATA33/SREBF1/SREBF2/STBD1/STUB1/STX12/STX17/SUPT5H/TBC1D12/TBC1D25/TBC1D5/TBK1/TEX264/TIGAR/TMEM41B/TOMM7/TRIM32/UBQLN1/UBQLN4/UBXN6/ULK3/USP36/VPS13C/VPS26B/VPS28/VPS35/VPS37C/VPS4B/VTA1/VTI1B/WAC/WDR45/WDR45B/WIPI2/ZNRF1",121
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","27/4141","61/18860",0.442622950819672,2.01590650868366,4.21525720301071,8.37223045886022e-05,0.00495326277030756,0.00433608306410311,"AGO2/CAPRIN1/CNOT1/CNOT4/CNOT6L/CNOT8/CNOT9/DCPS/DHX9/EIF4ENIF1/FMR1/HNRNPU/LSM1/MLH1/PABPC1/PAN2/PAN3/PARN/PATL1/PDE12/POLR2G/SYNCRIP/TENT4A/TNRC6B/TNRC6C/YBX1/ZFP36L1",27
"GO:0009798","GO:0009798","axis specification","39/4141","100/18860",0.39,1.77623762376238,4.12810813223979,8.38731395611185e-05,0.00495326277030756,0.00433608306410311,"AHI1/AURKA/BMPR1A/C2CD3/CHRDL1/DDIT3/DLL1/FOXA2/FRS2/HEY2/HOXD8/IFT172/IRX4/LDB1/LEFTY2/LHX1/MDFI/MESP1/MESP2/NCKAP1/NEUROG1/NOTCH1/OTX2/PAX6/PCSK6/PGAP1/PTCH1/RIPPLY2/SIX3/SKI/SMAD2/SMAD4/SMAD6/TBX3/TDRD5/TDRD7/WNT3/WNT7A/ZIC3",39
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","109/4141","357/18860",0.305322128851541,1.39057603239316,3.95176777929289,8.83477540467124e-05,0.00516875645170486,0.00452472609510266,"ABI2/ABITRAM/ABL1/ACTG1/ACTN2/AKAP13/ARAP1/ARAP2/ARF1/ARF6/ARHGAP28/ARHGAP35/ARHGEF10/ARHGEF10L/ARHGEF18/ARHGEF26/ARHGEF5/ARPC2/ARPC5/ASAP3/BAG4/BRAF/BRK1/BST1/CAPG/CAPZA1/CAPZA2/CARMIL2/CARMIL3/CD47/CDC42/CDC42EP3/CDC42EP4/CDK10/CDK5R1/CFL1/CLASP1/CORO2B/CRK/CTNNA2/CYRIB/DAAM2/DAPK3/DIXDC1/DMTN/DVL2/EPS8/EVL/FLNA/GBA2/GRB2/GRHL3/GSN/HRAS/INPP5K/IQGAP2/ITGB1BP1/JAM3/KANK1/KANK2/KANK3/KIRREL1/LRP1/MLST8/MTPN/MTSS1/MYO3A/NCKAP1/PDGFA/PDXP/PFN1/PFN2/PPM1F/PRKCE/PRKN/PTGER4/PXN/PYCARD/RAC1/RASA1/RHOA/RHOBTB1/RHOF/RHOG/RHOQ/RHPN1/RHPN2/RNH1/ROCK1/SMAD4/SORBS3/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH1/SSH2/STAU2/SVIL/TAOK1/TAOK2/TJP1/TMOD3/TPM1/TRIM27/TWF2/WASHC5/WNT4",109
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","70/4141","210/18860",0.333333333333333,1.51815181518152,4.00497718187404,8.98319041711763e-05,0.00518893182240217,0.00454238760171948,"ACTN4/AP3B1/APBA1/BAG3/BLOC1S2/BLOC1S5/BORCS8/CAMSAP3/CCDC88C/CDC42/CLIP3/COPG1/COPG2/DAW1/DST/DYNC1H1/DYNC2I1/DYNLL1/DYNLT2B/F8A1/F8A2/F8A3/FEZ1/FUZ/HNRNPU/HOOK1/HOOK3/IFT122/IFT140/IFT172/IFT27/IFT80/IFT81/KIF17/KIF1A/KIF1B/KIF1C/KIF3A/KIF3B/KIF5B/KXD1/LAMP1/LCA5L/MAP1S/MAP6/MAPK8IP3/MAPT/MYO10/MYO1C/MYO5C/NDEL1/NEFH/OPA1/PAFAH1B1/PURA/RASGRP1/RPGR/SPAST/SPG7/SSNA1/SSX2IP/STAU2/TANC2/TMEM108/TRAF3IP1/TUB/TUBB/UBB/UXT/WDR35",70
"GO:0014044","GO:0014044","Schwann cell development","21/4141","43/18860",0.488372093023256,2.22426893852176,4.26293449393901,9.0350410326172e-05,0.00518893182240217,0.00454238760171948,"AKT1/AKT2/ARHGEF10/CNTNAP1/COL6A1/DAG1/DICER1/ERBB2/GRB2/HRAS/MAP2K2/NDRG1/NF1/NTRK2/PALS1/PARD3/PLEC/POU3F1/PPP3R1/SKI/SOS1",21
"GO:0010506","GO:0010506","regulation of autophagy","114/4141","377/18860",0.302387267904509,1.37720933897103,3.92409644429492,9.59999304904094e-05,0.00546326877154512,0.00478254199170403,"ABL1/ADRA1A/ADRB2/AKT1/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BAG3/BNIP3/BNIP3L/BOK/CAPNS1/CDC37/CDK16/CDK5R1/CISD1/CISD2/CPTP/CSNK2A2/DAPK1/DAPK3/DDIT3/DDRGK1/DEPTOR/DNM1L/DRAM2/EEF1A2/EHMT2/EIF2AK1/ENDOG/ERCC4/ERN1/EXOC7/EXOC8/FBXO7/FEZ1/FOXK1/FOXK2/FOXO1/FOXO3/GFAP/GPR137/HERC1/IL10RA/IRGQ/KLHL22/LYPLA1/MAPT/MCL1/MFSD8/MIR199A1/MLST8/MOAP1/MTDH/NEDD4/NOD2/NPRL2/NPRL3/NRBP2/OMA1/PHF23/PIK3CB/PINK1/PLK3/PRKN/PSAP/PYCARD/RAB3GAP2/RAB8A/RBX1/RIPK2/RMC1/RNF152/RNF41/RNF5/ROCK1/RPGR/RRAGD/RUBCN/SLC25A4/SNRNP70/SNX32/SNX4/SNX6/SREBF1/SREBF2/STUB1/SUPT5H/SVIP/TBC1D25/TBK1/TIGAR/TOMM7/TPCN2/TRIM27/TRIM32/TRIM8/UBQLN1/UBQLN4/ULK3/USP10/USP36/VHL/VPS13C/VPS26B/VPS35/WAC/WDR45/XPA",114
"GO:0071168","GO:0071168","protein localization to chromatin","27/4141","62/18860",0.435483870967742,1.98339188757585,4.11376459638336,0.000117511830530321,0.00661797634628398,0.00579337226479812,"APLF/BRD2/BRD3/CENPA/CHMP7/ERCC6/ESR1/EZH2/H2AC8/H2BC11/H4C14/H4C15/JARID2/LEF1/MMS22L/MRNIP/PARP1/PARP2/PIAS4/PPHLN1/PRKDC/RAD21/RNF4/SIRT6/SPIN1/VCPIP1/WAPL",27
"GO:0006403","GO:0006403","RNA localization","69/4141","208/18860",0.331730769230769,1.51085300837776,3.92950379196175,0.000118447917589192,0.00661797634628398,0.00579337226479812,"ALKBH5/ALYREF/ATM/ATXN2/CAPRIN1/CCT3/CCT5/DDX25/DDX39A/DDX39B/DHX9/DKC1/FBL/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HNRNPAB/HNRNPU/HSF1/IWS1/KHDRBS1/KHSRP/MCM3AP/MEX3D/NAF1/NDC1/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PARN/PCID2/PRPF6/PUM2/QKI/RAE1/RAN/RANBP2/RBFOX1/RBM15B/RBM33/RUVBL1/SEH1L/SENP2/SLBP/SMG6/SMG7/SRSF1/STAU2/THOC3/THOC6/TOMM20/TST/UPF1/UPF2/XPO5/XPOT/YBX1/YTHDC1/YY1/ZC3H3/ZFP36L1",69
"GO:0045739","GO:0045739","positive regulation of DNA repair","51/4141","143/18860",0.356643356643357,1.62431627778162,3.97491045803439,0.000119461873343465,0.00661797634628398,0.00579337226479812,"ABRAXAS1/ACTB/ACTR8/ARID1B/ATM/BABAM2/BCL7A/BCL7B/DDX11/DHX9/DPF2/EGFR/EPC1/EPC2/ERCC6/FUS/H2AX/INO80C/INO80E/KMT5C/MBTD1/MEAF6/MORF4L1/MRGBP/MRNIP/PARP1/PARP3/PCNA/PIAS4/PRKDC/RAD51AP1/RNF126/RUVBL1/SETMAR/SHLD2/SIRT6/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/TIGAR/TIMELESS/TRIM28/UBE2V2/UIMC1/USP1/YEATS4/YY1/ZCWPW1",51
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","49/4141","136/18860",0.360294117647059,1.64094350611532,3.97889686850141,0.000120713169829444,0.00662863546607296,0.00580270325145045,"ABRAXAS1/APC/ATM/BABAM2/BRSK1/BUB3/CCNB1/CCND1/CDC14B/CDC6/CDK1/CENPF/CHFR/DTL/FBXO31/FOXN3/FOXO4/FZR1/GEN1/HASPIN/INTS3/KLHL22/KNL1/MAD1L1/MAD2L1/MAP3K20/MRNIP/MUS81/NABP2/NAE1/PABIR1/PLK3/PPP1R10/PRKDC/RAD9A/RBBP8/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TRIAP1/TRIM39/UIMC1/WAC/ZFYVE19/ZWINT",49
"GO:0090150","GO:0090150","establishment of protein localization to membrane","89/4141","283/18860",0.314487632508834,1.43231991043627,3.88672181078932,0.000122141993753077,0.00664877287734138,0.00582033152840747,"ADORA1/AKAP5/AKT1/AKT2/ANKRD13C/AP3B1/ATP13A1/ATP2C1/BAG6/BID/BRAF/C2CD5/CALM3/CCDC47/CDK5R1/CLSTN1/COX18/CSK/DMTN/EGFR/EMC10/EMC6/EMC9/ERBB2/FRMPD1/GET1/GOLGA4/GOLGA7/GRIN3B/GRIPAP1/HRAS/ICMT/INPP5K/ITGB1BP1/LYPLA1/LYPLAL1/MOAP1/MTCH2/MTX1/MTX2/MYO1C/NACAD/NOMO1/NOMO2/NOMO3/NSF/NSG1/OXA1L/PARD3/PEX16/PHAF1/RAB10/RAB31/RAB3GAP2/RAB3IP/RAB5IF/RAB8A/RILPL1/ROMO1/SEC61B/SEC61G/SGTA/SIL1/SLC1A1/SNAP25-AS1/SPTBN1/SRP14/SRP54/SRP68/SRPRB/STX3/TAOK2/TIMM13/TIMM29/TIMM8B/TOMM20/TOMM40/TOMM7/TRAM2/TTC9-DT/VAMP3/VPS35/VPS37C/WDR44/ZDHHC11B/ZDHHC12/ZDHHC14/ZDHHC24/ZDHHC9",89
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter","64/4141","190/18860",0.336842105263158,1.53413236060448,3.92487947520923,0.000125190927681873,0.0067559931662804,0.00591419210083332,"ARID1B/ARMC5/ATAD2/CCNH/CTCFL/CUL3/DPY30/EGR1/ELOB/ERCC2/ERCC6/ESR1/FOXO1/GTF2A1/GTF2A1L/GTF2B/GTF2F1/GTF2F2/GTF2H5/HEY2/INTS11/INTS13/INTS15/INTS2/INTS3/INTS5/INTS7/KAT7/MAZ/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NFKB1/OGG1/PAXIP1/POLR2G/POLR2I/PPM1D/PPP2CA/PRMT3/RBM14/RBX1/SAMD1/SGF29/SIRT7/SMARCA4/SMARCB1/TAF12/TAF4/TAF4B/TAF5/TAF6/TAF7/TAF8/USP21/WDR5/WNT10B/XPA/ZNHIT1",64
"GO:0021537","GO:0021537","telencephalon development","91/4141","291/18860",0.312714776632302,1.42424551733524,3.86849724057898,0.000129096146058015,0.00680051001043641,0.00595316211776223,"AKIRIN2/ALDH1A3/ALK/ATF5/BCL11B/BMERB1/BMP2/BNIP3/BTBD3/CDK5R1/CDON/CEP120/CFL1/CHD7/CRK/CRKL/CRTAC1/CSNK2A2/DAB1/DCLK2/DISC1/DIXDC1/DLX2/DLX5/DNAH5/EFHC1/EFNA2/EGFR/EPHB2/EPHB3/EXT1/EZH1/EZH2/FBXO41/FBXO45/FEZ1/FEZF2/FLNA/FOXP1/FXR2/GLI3/HERC1/ID2/INHBA/KDM2B/KIF26A/LEF1/LHX1/LHX2/LHX6/LRP8/LYPD6/MDGA1/MYH10/NCOA1/NDEL1/NEUROD1/NF1/NFIB/NR4A3/NRG3/NTRK2/PAFAH1B1/PALS1/PAX6/PHACTR1/PLXNA3/PLXNA4/POU3F3/RAC1/RAN/RFX4/RHOA/RTN4RL2/SALL1/SCT/SIX3/SKI/SLC8A3/SLIT1/SRD5A1/TACC1/TMEM108/TMEM14B/TRAPPC9/TUBB2B/WDR37/XRCC1/YWHAE/ZDHHC16/ZIC3",91
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","42/4141","112/18860",0.375,1.70792079207921,3.98555677198577,0.000130088955835311,0.00680051001043641,0.00595316211776223,"ACIN1/BAG4/C1QBP/CELF4/CIRBP/DHX34/DHX9/DYRK1A/E2F1/EIF4ENIF1/FBLL1/FUS/GDNF/HNRNPAB/HNRNPK/HNRNPU/JAK2/LARP4B/NBAS/NICOL1/NPM1/PABPC1/PTBP1/QKI/RBM10/RBM42/RBMX/RNPS1/SAP18/SRSF1/SRSF10/SRSF12/SRSF4/SRSF6/SRSF9/SYNCRIP/TENT4A/TENT5C/TRAF2/U2AF2/YBX1/ZC3H14",42
